date,machine_id,temp,helium_pressure,vibration,error_codes,scan_volume,failure_label
2025-02-07,MRI_002,60.17,94.51,0.289,2,37,Normal
2025-02-08,CT_001,65.68,93.31,0.123,3,54,Normal
2025-02-09,CT_001,66.54,96.17,0.129,1,41,Normal
2025-02-10,CT_002,56.91,96.22,0.275,1,36,Normal
2025-02-11,MRI_001,66.28,94.05,0.384,5,41,Normal
2025-02-12,MRI_002,62.78,94.61,0.489,1,46,Normal
2025-02-13,MRI_002,58.6,94.34,0.107,2,44,Normal
2025-02-14,CT_001,64.31,98.51,0.249,0,35,Normal
2025-02-15,MRI_002,65.21,95.69,0.313,0,23,Normal
2025-02-16,MRI_001,63.23,97.51,0.226,4,39,Normal
2025-02-17,CT_002,55.06,95.09,0.335,2,32,Normal
2025-02-18,MRI_001,68.76,95.06,0.25,3,34,Normal
2025-02-19,CT_002,68.52,95.97,0.082,1,32,Normal
2025-02-20,MRI_002,63.38,94.2,0.152,3,32,Normal
2025-02-21,CT_002,63.42,98.48,0.326,4,24,Normal
2025-02-22,MRI_001,63.69,94.88,0.189,1,48,Normal
2025-02-23,MRI_002,68.68,94.02,0.239,0,36,Normal
2025-02-24,MRI_001,59.49,93.7,0.33,1,36,Normal
2025-02-25,MRI_002,59.65,95.8,0.298,2,23,Normal
2025-02-26,CT_001,63.33,92.67,0.119,4,35,Normal
2025-02-27,CT_002,72.1,95.81,0.009,2,45,Normal
2025-02-28,MRI_001,53.1,94.25,0.342,0,43,Normal
2025-03-01,CT_001,65.1,97.26,0.368,2,44,Normal
2025-03-02,MRI_002,67.24,92.08,0.308,2,61,Normal
2025-03-03,CT_002,66.09,100.01,0.021,3,55,Normal
2025-03-04,MRI_002,73.38,96.68,0.31,0,42,Normal
2025-03-05,CT_002,64.25,90.44,0.255,1,32,Normal
2025-03-06,MRI_002,59.7,90.17,0.294,5,40,Normal
2025-03-07,CT_001,71.69,94.24,0.535,3,40,Normal
2025-03-08,CT_001,67.07,94.02,0.478,3,35,Normal
2025-03-09,MRI_001,60.59,94.26,0.196,2,49,Normal
2025-03-10,CT_002,72.55,96.15,0.274,4,56,Normal
2025-03-11,MRI_001,64.72,94.42,0.23,1,39,Normal
2025-03-12,CT_002,64.52,94.45,0.323,2,40,Normal
2025-03-13,MRI_001,63.45,94.48,0.012,4,43,Normal
2025-03-14,MRI_001,66.74,97.66,0.24,5,41,Normal
2025-03-15,MRI_001,61.97,87.91,0.309,0,49,Normal
2025-03-16,MRI_002,63.23,95.09,0.147,2,51,Normal
2025-03-17,MRI_001,63.33,91.65,0.145,5,28,Normal
2025-03-18,CT_002,68.16,93.47,0.084,2,47,Normal
2025-03-19,CT_001,63.66,97.61,0.231,3,48,Normal
2025-03-20,CT_002,64.43,90.66,0.541,1,30,Normal
2025-03-21,CT_002,58.2,94.36,0.106,5,39,Normal
2025-03-22,CT_002,56.21,96.71,0.031,1,60,Normal
2025-03-23,MRI_001,61.15,93.11,0.591,2,49,Normal
2025-03-24,CT_001,64.55,98.79,0.245,1,42,Normal
2025-03-25,MRI_002,69.72,96.24,0.336,2,23,Normal
2025-03-26,MRI_001,56.3,93.8,0.313,3,31,Normal
2025-03-27,CT_002,62.07,95.23,0.278,3,46,Normal
2025-03-28,MRI_001,71.49,96.94,0.355,3,47,Normal
2025-03-29,MRI_001,64.23,95.96,0.087,1,52,Normal
2025-03-30,MRI_001,51.09,94.74,0.421,0,26,Normal
2025-03-31,CT_002,66.85,95.94,0.04,1,28,Normal
2025-04-01,CT_001,63.32,95.93,0.396,1,30,Normal
2025-04-02,MRI_001,64.59,97.23,0.251,2,57,Normal
2025-04-03,CT_001,53.72,99.82,0.489,1,29,Normal
2025-04-04,CT_002,60.2,89.73,0.218,0,36,Normal
2025-04-05,CT_001,62.63,100.13,0.065,4,43,Normal
2025-04-06,CT_002,72.16,92.83,0.279,2,46,Monitor
2025-04-07,CT_002,58.47,95.39,0.039,3,49,Normal
2025-04-08,CT_002,63.05,95.31,0.329,2,34,Normal
2025-04-09,CT_002,66.41,94.45,0.574,2,40,Normal
2025-04-10,CT_001,71.0,90.71,0.005,1,47,Normal
2025-04-11,CT_002,74.06,91.42,0.141,3,33,Monitor
2025-04-12,MRI_001,69.71,95.7,0.286,1,41,Monitor
2025-04-13,CT_002,71.62,97.21,0.281,2,46,Monitor
2025-04-14,MRI_002,53.93,97.45,0.374,2,48,Normal
2025-04-15,CT_002,65.2,94.07,0.253,1,45,Normal
2025-04-16,MRI_001,55.97,98.0,0.188,2,50,Normal
2025-04-17,MRI_001,64.79,94.44,0.063,1,47,Normal
2025-04-18,MRI_002,72.4,96.53,0.006,0,22,Normal
2025-04-19,CT_002,62.71,93.81,0.666,1,22,Normal
2025-04-20,CT_001,68.22,102.28,0.412,1,40,Normal
2025-04-21,MRI_001,59.14,98.91,0.391,1,24,Normal
2025-04-22,CT_002,50.7,91.31,0.266,4,45,Normal
2025-04-23,CT_002,61.4,93.12,0.391,3,39,Normal
2025-04-24,CT_001,54.91,98.97,0.264,3,43,Normal
2025-04-25,MRI_001,69.1,92.08,0.548,2,42,Normal
2025-04-26,MRI_002,57.02,97.22,0.382,1,46,Normal
2025-04-27,CT_002,71.36,98.15,0.405,2,51,Normal
2025-04-28,CT_001,67.4,92.44,0.29,3,42,Normal
2025-04-29,MRI_002,70.73,97.37,0.368,0,28,Normal
2025-04-30,MRI_001,63.34,96.02,0.098,0,47,Normal
2025-01-01,MRI_001,58.59,94.78,0.114,2,47,Normal
2025-01-02,MRI_001,70.83,93.65,0.13,3,21,Normal
2025-01-03,CT_002,55.13,91.57,0.293,3,40,Normal
2025-01-04,CT_002,63.22,91.59,0.155,2,37,Normal
2025-01-05,MRI_002,68.25,93.97,0.412,2,30,Normal
2025-01-06,MRI_001,71.14,89.76,0.074,0,33,Monitor
2025-01-07,CT_001,64.2,98.04,0.223,5,63,Monitor
2025-01-08,CT_001,67.55,93.28,0.275,3,52,Normal
2025-01-09,CT_001,68.51,99.02,0.116,3,35,Normal
2025-01-10,MRI_002,70.98,96.3,0.243,5,35,Normal
2025-01-11,CT_002,60.51,94.94,0.194,3,29,Normal
2025-01-12,CT_001,67.62,101.51,0.32,0,51,Normal
2025-01-13,MRI_001,68.91,97.5,0.389,4,40,Normal
2025-01-14,CT_001,60.04,93.35,0.292,0,44,Normal
2025-01-15,MRI_001,74.6,95.14,0.55,3,45,Monitor
2025-01-16,CT_001,58.32,90.47,0.333,2,51,Monitor
2025-01-17,CT_001,67.26,91.59,0.435,4,46,Normal
2025-01-18,CT_002,75.84,98.3,0.071,1,43,Normal
2025-01-19,MRI_002,65.47,93.25,0.096,1,34,Normal
2025-01-20,CT_002,65.53,96.76,0.203,3,52,Normal
2025-01-21,MRI_001,67.34,99.91,0.146,2,35,Normal
2025-01-22,CT_001,66.75,87.59,0.408,3,35,Normal
2025-01-23,MRI_002,67.19,95.0,0.227,1,44,Normal
2025-01-24,MRI_002,68.05,94.57,0.255,1,50,Normal
2025-01-25,CT_002,62.0,96.29,0.302,1,49,Normal
2025-01-26,MRI_001,68.96,95.76,0.114,4,53,Normal
2025-01-27,CT_001,74.44,91.32,0.228,3,39,Normal
2025-01-28,MRI_001,63.31,96.69,0.129,3,29,Normal
2025-01-29,CT_001,70.28,92.94,0.326,4,34,Normal
2025-01-30,MRI_002,66.23,91.63,0.207,5,41,Normal
2025-01-31,CT_001,69.28,94.96,0.12,1,32,Normal
2025-02-01,CT_001,59.98,90.55,0.452,2,46,Normal
2025-02-02,MRI_002,77.26,98.12,0.393,4,43,Normal
2025-02-03,MRI_002,69.57,95.11,0.27,1,24,Normal
2025-02-04,MRI_002,62.22,96.55,0.317,1,52,Normal
2025-02-05,MRI_002,70.28,99.31,0.385,2,38,Normal
2025-02-06,MRI_002,72.0,95.39,0.271,2,25,Monitor
2025-02-07,CT_001,71.55,97.59,0.074,3,49,Normal
2025-02-08,MRI_001,59.17,88.95,0.25,2,32,Normal
2025-02-09,MRI_001,69.66,95.84,0.265,0,45,Normal
2025-02-10,CT_002,60.46,93.73,0.217,0,37,Normal
2025-02-11,MRI_001,65.47,97.75,0.381,6,45,Normal
2025-02-12,CT_001,70.78,98.38,0.214,1,47,Normal
2025-02-13,CT_002,62.63,94.46,0.451,1,40,Normal
2025-02-14,CT_001,63.45,94.28,0.126,1,40,Normal
2025-02-15,CT_001,65.61,92.13,0.19,3,40,Normal
2025-02-16,MRI_002,73.54,97.75,0.332,4,47,Normal
2025-02-17,CT_002,69.09,94.23,0.254,2,40,Normal
2025-02-18,MRI_001,62.28,97.48,0.029,1,34,Normal
2025-02-19,CT_002,72.47,90.92,0.162,2,49,Monitor
2025-02-20,MRI_002,65.35,98.52,0.135,1,42,Normal
2025-02-21,MRI_001,65.14,89.94,0.339,3,47,Normal
2025-02-22,CT_002,56.99,96.18,0.334,1,26,Normal
2025-02-23,MRI_001,67.65,97.57,0.17,3,42,Normal
2025-02-24,MRI_002,64.11,91.41,0.456,2,29,Normal
2025-02-25,MRI_001,65.66,96.09,0.248,3,34,Normal
2025-02-26,CT_001,60.14,96.4,0.386,2,49,Normal
2025-02-27,CT_001,64.1,94.71,0.326,1,52,Normal
2025-02-28,CT_002,56.98,94.11,0.335,2,36,Normal
2025-03-01,CT_001,63.26,88.24,0.222,2,38,Normal
2025-03-02,CT_002,66.79,94.65,0.285,3,33,Normal
2025-03-03,CT_002,66.1,94.49,0.281,5,47,Normal
2025-03-04,CT_001,68.92,92.46,0.029,3,37,Normal
2025-03-05,CT_002,58.75,97.19,0.42,3,46,Normal
2025-03-06,MRI_002,67.92,94.02,0.631,0,24,Normal
2025-03-07,MRI_002,57.47,91.98,0.558,1,44,Normal
2025-03-08,CT_001,67.84,97.98,0.231,3,49,Normal
2025-03-09,CT_002,65.82,95.99,0.113,2,42,Normal
2025-03-10,MRI_002,66.37,93.39,0.113,2,49,Normal
2025-03-11,MRI_002,61.71,98.12,0.302,2,44,Normal
2025-03-12,MRI_001,55.18,92.98,0.241,1,52,Normal
2025-03-13,CT_002,66.46,102.85,0.026,1,41,Normal
2025-03-14,CT_001,73.76,100.44,0.258,1,48,Monitor
2025-03-15,CT_001,65.07,93.48,0.241,2,31,Normal
2025-03-16,MRI_001,68.49,91.68,0.289,4,53,Normal
2025-03-17,MRI_002,75.57,97.99,0.358,1,21,Normal
2025-03-18,CT_001,71.94,92.81,0.237,1,48,Normal
2025-03-19,MRI_001,65.74,97.63,0.349,2,46,Normal
2025-03-20,CT_001,66.33,93.21,0.126,1,47,Normal
2025-03-21,CT_001,66.4,95.8,0.036,0,52,Normal
2025-03-22,CT_001,69.15,97.78,0.285,5,44,Normal
2025-03-23,CT_002,61.19,94.44,0.307,1,21,Normal
2025-03-24,MRI_002,58.61,95.32,0.239,1,54,Normal
2025-03-25,MRI_002,60.6,89.85,0.338,2,46,Monitor
2025-03-26,CT_001,73.91,96.7,0.346,6,48,Normal
2025-03-27,CT_002,61.84,91.08,0.253,4,28,Normal
2025-03-28,CT_002,66.95,98.37,0.087,6,50,Normal
2025-03-29,CT_002,62.42,90.1,0.166,4,56,Normal
2025-03-30,CT_002,55.57,93.88,0.148,2,33,Normal
2025-03-31,MRI_002,62.31,93.43,0.115,1,53,Normal
2025-04-01,CT_001,60.61,94.37,0.111,4,40,Normal
2025-04-02,CT_002,65.28,92.21,0.195,3,53,Normal
2025-04-03,MRI_001,61.48,95.61,0.112,0,55,Normal
2025-04-04,CT_001,66.58,98.0,0.212,4,39,Normal
2025-04-05,CT_001,71.83,95.94,0.116,5,40,Normal
2025-04-06,CT_001,62.72,90.93,0.26,1,31,Normal
2025-04-07,CT_002,77.43,95.41,0.304,2,27,Normal
2025-04-08,CT_002,69.09,97.37,0.462,2,33,Normal
2025-04-09,CT_001,67.21,89.63,0.138,3,22,Monitor
2025-04-10,CT_002,62.31,90.55,0.502,0,41,Normal
2025-04-11,MRI_002,62.19,91.11,0.062,2,23,Normal
2025-04-12,MRI_002,58.41,96.83,0.307,2,57,Normal
2025-04-13,CT_001,65.79,97.98,0.393,4,42,Normal
2025-04-14,MRI_001,67.31,93.45,0.513,4,55,Normal
2025-04-15,CT_002,69.24,95.69,0.001,0,25,Normal
2025-04-16,MRI_001,63.23,95.26,0.461,2,40,Normal
2025-04-17,CT_002,69.62,92.26,0.079,3,43,Normal
2025-04-18,MRI_001,60.93,93.07,0.399,1,46,Normal
2025-04-19,MRI_001,61.32,100.83,0.395,0,54,Normal
2025-04-20,MRI_002,68.58,97.74,0.106,1,44,Normal
2025-04-21,CT_002,60.36,92.75,0.328,1,51,Normal
2025-04-22,MRI_002,59.12,96.89,0.157,0,29,Normal
2025-04-23,CT_002,59.27,97.7,0.176,2,51,Normal
2025-04-24,MRI_002,69.73,97.46,0.251,3,24,Normal
2025-04-25,MRI_002,61.48,97.23,0.334,4,43,Normal
2025-04-26,CT_001,59.83,96.27,0.363,2,47,Normal
2025-04-27,CT_001,64.64,92.03,0.14,1,27,Normal
2025-04-28,CT_002,53.11,97.1,0.583,2,46,Normal
2025-04-29,CT_001,64.69,95.69,0.307,2,38,Normal
2025-04-30,MRI_002,64.81,92.48,0.502,5,25,Normal
2025-01-01,MRI_002,63.2,94.26,0.256,2,28,Normal
2025-01-02,CT_002,65.72,91.38,0.206,3,33,Normal
2025-01-03,CT_002,59.8,94.02,0.337,0,26,Normal
2025-01-04,CT_001,76.54,92.77,0.202,3,39,Maintenance
2025-01-05,CT_002,53.15,93.41,0.373,1,37,Normal
2025-01-06,MRI_001,69.53,95.63,0.13,2,44,Normal
2025-01-07,CT_001,70.92,95.26,0.166,3,60,Normal
2025-01-08,MRI_002,66.89,94.39,0.278,3,32,Normal
2025-01-09,MRI_001,61.4,94.5,0.546,5,45,Normal
2025-01-10,MRI_002,57.1,100.06,0.193,5,44,Normal
2025-01-11,CT_002,61.46,87.94,0.295,5,17,Normal
2025-01-12,CT_002,70.8,94.94,0.088,0,51,Normal
2025-01-13,CT_002,72.42,92.97,0.227,1,42,Normal
2025-01-14,CT_002,65.56,95.14,0.442,1,55,Normal
2025-01-15,MRI_002,68.37,99.55,0.358,5,42,Normal
2025-01-16,CT_001,72.3,94.38,0.269,2,37,Normal
2025-01-17,CT_002,60.54,98.47,0.374,2,27,Normal
2025-01-18,MRI_002,69.27,93.01,0.163,2,35,Normal
2025-01-19,CT_002,61.54,98.33,0.125,1,43,Normal
2025-01-20,MRI_002,61.5,94.46,0.134,1,31,Normal
2025-01-21,CT_002,71.47,92.91,0.462,2,31,Normal
2025-01-22,CT_001,65.46,93.8,0.187,5,25,Normal
2025-01-23,CT_001,75.74,93.24,0.05,0,19,Normal
2025-01-24,MRI_001,64.77,91.08,0.166,2,48,Normal
2025-01-25,CT_001,66.04,93.8,0.094,2,32,Normal
2025-01-26,CT_002,63.48,95.44,0.247,4,48,Normal
2025-01-27,CT_001,81.43,97.09,0.66,0,45,Critical
2025-01-28,CT_002,70.08,98.03,0.277,2,30,Normal
2025-01-29,MRI_001,57.85,97.47,0.483,1,40,Normal
2025-01-30,MRI_001,67.09,95.24,0.277,3,38,Normal
2025-01-31,MRI_001,63.73,97.21,0.272,0,33,Normal
2025-02-01,MRI_002,67.79,98.51,0.295,0,43,Normal
2025-02-02,MRI_001,71.58,93.29,0.31,1,39,Normal
2025-02-03,MRI_002,67.13,93.04,0.267,1,51,Normal
2025-02-04,MRI_002,58.54,91.49,0.339,2,25,Normal
2025-02-05,CT_001,67.49,97.09,0.27,3,28,Normal
2025-02-06,CT_002,75.6,94.18,0.525,2,33,Maintenance
2025-02-07,CT_002,63.29,94.81,0.388,1,44,Normal
2025-02-08,MRI_001,63.4,92.26,0.117,2,50,Normal
2025-02-09,MRI_002,71.05,92.26,0.111,1,42,Normal
2025-02-10,CT_002,62.39,98.26,0.073,1,43,Normal
2025-02-11,CT_002,62.41,99.21,0.337,2,48,Normal
2025-02-12,CT_001,71.47,92.67,0.269,1,32,Normal
2025-02-13,MRI_001,61.09,92.12,0.293,1,31,Normal
2025-02-14,MRI_002,64.61,97.83,0.476,1,32,Normal
2025-02-15,CT_002,75.75,91.99,0.413,3,32,Normal
2025-02-16,MRI_001,64.74,96.74,0.35,1,30,Normal
2025-02-17,MRI_001,64.44,94.37,0.107,3,42,Normal
2025-02-18,MRI_002,62.21,97.01,0.142,0,58,Normal
2025-02-19,CT_001,60.33,97.13,0.179,2,29,Normal
2025-02-20,MRI_002,64.92,94.19,0.026,0,36,Normal
2025-02-21,MRI_001,72.01,93.97,0.357,0,44,Monitor
2025-02-22,MRI_001,64.61,95.69,0.074,5,35,Normal
2025-02-23,CT_001,74.1,96.4,0.421,2,17,Normal
2025-02-24,MRI_001,66.99,93.58,0.27,1,21,Normal
2025-02-25,MRI_002,69.84,92.23,0.027,1,44,Normal
2025-02-26,MRI_002,56.64,93.06,0.237,1,53,Normal
2025-02-27,CT_001,55.2,96.08,0.476,4,41,Normal
2025-02-28,CT_001,67.21,92.4,0.109,0,43,Normal
2025-03-01,CT_002,68.99,94.29,0.247,3,35,Normal
2025-03-02,MRI_001,58.67,94.58,0.257,1,37,Normal
2025-03-03,CT_002,62.23,91.3,0.158,1,48,Normal
2025-03-04,MRI_002,65.47,97.03,0.069,1,54,Normal
2025-03-05,MRI_001,64.37,93.38,0.315,2,46,Normal
2025-03-06,CT_002,67.19,96.56,0.182,4,60,Normal
2025-03-07,CT_001,55.55,99.05,0.13,2,23,Normal
2025-03-08,MRI_001,65.96,99.78,0.222,4,33,Normal
2025-03-09,MRI_002,64.87,94.43,0.339,3,18,Normal
2025-03-10,MRI_001,62.18,95.55,0.293,1,57,Normal
2025-03-11,MRI_002,63.75,91.1,0.223,1,54,Normal
2025-03-12,CT_001,67.96,92.67,0.165,2,27,Normal
2025-03-13,CT_002,68.58,93.82,0.255,6,36,Normal
2025-03-14,MRI_001,61.51,87.72,0.348,1,43,Normal
2025-03-15,CT_001,65.65,97.15,0.328,3,29,Normal
2025-03-16,CT_001,65.36,98.18,0.202,0,47,Normal
2025-03-17,CT_002,56.27,94.45,0.353,4,43,Normal
2025-03-18,CT_001,72.32,97.76,0.363,5,33,Normal
2025-03-19,CT_002,64.32,98.04,0.384,1,44,Normal
2025-03-20,MRI_002,67.4,96.38,0.144,3,44,Normal
2025-03-21,CT_001,60.91,94.66,0.135,7,46,Monitor
2025-03-22,CT_001,66.68,98.25,0.166,2,38,Monitor
2025-03-23,MRI_002,67.97,95.79,0.221,1,52,Normal
2025-03-24,MRI_002,60.75,94.16,0.26,0,44,Normal
2025-03-25,CT_001,68.3,88.81,0.17,2,40,Normal
2025-03-26,CT_002,65.72,92.73,0.471,0,25,Normal
2025-03-27,CT_002,61.18,89.8,0.253,0,27,Monitor
2025-03-28,MRI_001,65.14,93.14,0.194,7,37,Normal
2025-03-29,CT_001,59.4,93.58,0.514,2,37,Normal
2025-03-30,MRI_002,53.51,95.24,0.332,3,43,Normal
2025-03-31,MRI_001,70.54,92.21,0.207,2,38,Normal
2025-04-01,CT_002,72.32,98.55,0.324,1,42,Normal
2025-04-02,CT_002,61.58,89.52,0.409,5,33,Monitor
2025-04-03,MRI_002,65.22,95.91,0.153,2,30,Normal
2025-04-04,CT_001,63.85,96.28,0.477,2,28,Normal
2025-04-05,CT_001,61.93,93.98,0.468,1,28,Normal
2025-04-06,MRI_001,73.09,100.98,0.363,6,47,Normal
2025-04-07,MRI_002,68.63,89.57,0.309,2,57,Normal
2025-04-08,MRI_001,65.51,93.12,0.084,1,52,Normal
2025-04-09,CT_002,66.48,93.24,0.468,2,28,Normal
2025-04-10,MRI_001,73.69,94.69,0.355,1,46,Normal
2025-04-11,CT_002,72.64,96.71,0.148,2,36,Normal
2025-04-12,CT_001,62.78,92.46,0.011,0,51,Normal
2025-04-13,MRI_002,63.57,93.35,0.143,1,42,Normal
2025-04-14,MRI_001,62.24,93.54,0.28,2,35,Normal
2025-04-15,MRI_002,62.8,92.58,0.136,1,50,Normal
2025-04-16,MRI_001,72.23,95.73,0.279,0,61,Normal
2025-04-17,MRI_001,60.0,96.24,0.521,3,28,Normal
2025-04-18,CT_002,63.2,94.64,0.191,3,37,Normal
2025-04-19,MRI_001,54.39,92.55,0.437,1,38,Normal
2025-04-20,CT_001,68.68,98.99,0.182,3,35,Normal
2025-04-21,MRI_001,64.19,100.29,0.116,2,26,Normal
2025-04-22,MRI_001,60.71,96.48,0.366,2,29,Normal
2025-04-23,MRI_001,69.15,90.1,0.412,2,46,Normal
2025-04-24,MRI_002,67.28,94.67,0.143,2,46,Normal
2025-04-25,MRI_002,71.84,94.58,0.255,4,55,Normal
2025-04-26,MRI_002,67.7,94.03,0.276,1,34,Normal
2025-04-27,MRI_002,61.05,94.15,0.108,2,34,Normal
2025-04-28,CT_002,67.18,98.01,0.386,4,53,Normal
2025-04-29,CT_001,71.12,99.0,0.256,3,45,Normal
2025-04-30,CT_002,69.5,97.75,0.215,0,24,Normal
2025-01-01,MRI_002,56.82,99.07,0.408,0,35,Normal
2025-01-02,CT_002,66.63,99.08,0.256,0,42,Normal
2025-01-03,MRI_002,62.79,97.94,0.218,6,63,Normal
2025-01-04,CT_002,60.91,95.42,0.497,1,48,Normal
2025-01-05,CT_001,56.59,98.95,0.107,2,36,Normal
2025-01-06,CT_001,68.88,97.58,0.104,2,62,Normal
2025-01-07,CT_002,61.39,96.32,0.153,1,20,Normal
2025-01-08,CT_002,66.02,91.44,0.177,2,41,Normal
2025-01-09,CT_001,62.99,101.21,0.087,2,39,Normal
2025-01-10,MRI_002,70.86,93.57,0.108,1,41,Normal
2025-01-11,CT_001,71.11,95.19,0.032,3,22,Normal
2025-01-12,CT_002,71.65,100.66,0.3,2,45,Normal
2025-01-13,CT_002,70.15,92.81,0.402,1,38,Normal
2025-01-14,MRI_001,66.26,101.58,0.308,2,32,Normal
2025-01-15,MRI_001,71.49,96.84,0.524,0,62,Normal
2025-01-16,CT_001,70.79,88.23,0.389,4,39,Normal
2025-01-17,MRI_002,61.5,91.42,0.219,3,34,Normal
2025-01-18,CT_001,61.67,93.25,0.557,0,42,Normal
2025-01-19,CT_001,63.81,90.52,0.433,1,30,Normal
2025-01-20,MRI_002,63.42,96.8,0.381,3,47,Normal
2025-01-21,CT_002,62.98,100.91,0.419,0,38,Normal
2025-01-22,MRI_002,48.75,101.34,0.282,4,30,Normal
2025-01-23,MRI_002,60.12,93.98,0.3,3,45,Normal
2025-01-24,CT_001,60.75,93.8,0.137,3,44,Normal
2025-01-25,CT_002,59.34,91.5,0.151,2,43,Normal
2025-01-26,MRI_002,69.69,98.66,0.138,1,45,Normal
2025-01-27,CT_001,71.02,93.35,0.292,0,41,Normal
2025-01-28,MRI_002,60.37,91.3,0.11,2,41,Normal
2025-01-29,MRI_001,63.22,96.09,0.258,2,47,Normal
2025-01-30,CT_001,71.95,93.54,0.231,2,64,Normal
2025-01-31,CT_002,72.95,99.16,0.157,2,11,Normal
2025-02-01,MRI_001,67.08,95.68,0.41,2,31,Normal
2025-02-02,CT_001,63.29,101.91,0.306,3,43,Normal
2025-02-03,CT_002,64.81,98.84,0.257,1,23,Normal
2025-02-04,MRI_001,58.92,92.5,0.331,4,52,Normal
2025-02-05,MRI_002,64.33,96.82,0.092,5,40,Normal
2025-02-06,MRI_001,64.9,95.7,0.19,5,44,Normal
2025-02-07,CT_002,68.9,99.39,0.298,1,34,Normal
2025-02-08,MRI_001,68.64,88.82,0.404,2,51,Normal
2025-02-09,MRI_002,62.99,97.58,0.381,2,31,Normal
2025-02-10,MRI_002,64.38,95.17,0.014,7,28,Normal
2025-02-11,CT_002,66.5,100.42,0.231,5,38,Normal
2025-02-12,MRI_001,64.42,97.94,0.313,2,37,Normal
2025-02-13,CT_001,67.57,93.02,0.261,1,33,Normal
2025-02-14,MRI_002,61.45,97.05,0.14,2,30,Normal
2025-02-15,MRI_001,62.96,90.41,0.365,3,36,Normal
2025-02-16,MRI_001,66.55,98.36,0.354,2,47,Normal
2025-02-17,CT_001,68.17,93.01,0.326,1,44,Normal
2025-02-18,CT_002,66.33,93.69,0.297,1,48,Normal
2025-02-19,MRI_002,64.85,95.67,0.458,2,44,Normal
2025-02-20,CT_002,73.63,97.18,0.252,3,44,Normal
2025-02-21,CT_002,67.23,98.51,0.248,0,32,Normal
2025-02-22,MRI_002,62.08,93.88,0.201,2,37,Normal
2025-02-23,MRI_002,66.5,97.02,0.475,5,48,Normal
2025-02-24,CT_001,65.56,98.09,0.335,4,38,Normal
2025-02-25,CT_001,69.44,96.06,0.34,3,52,Normal
2025-02-26,MRI_001,64.25,91.65,0.445,2,34,Normal
2025-02-27,CT_002,56.74,93.44,0.153,1,41,Normal
2025-02-28,CT_001,62.13,92.96,0.191,2,39,Normal
2025-03-01,CT_001,62.49,94.27,0.03,5,51,Normal
2025-03-02,MRI_001,63.21,89.32,0.721,2,38,Maintenance
2025-03-03,MRI_002,60.22,95.58,0.079,3,36,Maintenance
2025-03-04,CT_002,71.41,94.27,0.261,1,55,Normal
2025-03-05,CT_002,71.84,98.05,0.082,4,38,Normal
2025-03-06,MRI_002,63.6,95.34,0.138,2,27,Normal
2025-03-07,CT_001,58.31,100.3,0.25,2,48,Normal
2025-03-08,MRI_001,67.52,95.83,0.242,1,34,Normal
2025-03-09,MRI_001,68.14,94.62,0.293,0,39,Normal
2025-03-10,MRI_002,68.05,99.92,0.324,0,40,Normal
2025-03-11,CT_001,66.56,96.94,0.316,3,37,Normal
2025-03-12,MRI_001,60.2,96.1,0.084,1,45,Normal
2025-03-13,CT_002,57.84,103.47,0.002,4,40,Normal
2025-03-14,MRI_002,59.97,97.89,0.229,4,41,Normal
2025-03-15,MRI_002,60.58,94.54,0.228,3,39,Normal
2025-03-16,CT_001,61.26,92.46,0.435,1,35,Normal
2025-03-17,MRI_002,63.35,99.66,0.389,1,51,Normal
2025-03-18,MRI_001,69.1,97.84,0.147,0,38,Normal
2025-03-19,MRI_001,62.84,90.64,0.279,3,48,Normal
2025-03-20,MRI_001,60.22,95.92,0.365,1,40,Normal
2025-03-21,CT_001,72.97,92.7,0.365,0,41,Normal
2025-03-22,MRI_001,60.02,98.67,0.257,1,26,Normal
2025-03-23,CT_001,62.98,91.06,0.004,1,31,Normal
2025-03-24,CT_001,65.97,94.98,0.175,0,42,Normal
2025-03-25,MRI_001,66.1,97.12,0.158,1,39,Normal
2025-03-26,CT_002,63.18,91.2,0.046,2,33,Normal
2025-03-27,CT_002,72.93,95.11,0.335,2,35,Normal
2025-03-28,MRI_001,65.77,95.62,0.192,1,43,Normal
2025-03-29,CT_002,69.24,91.29,0.118,2,42,Normal
2025-03-30,MRI_001,56.51,98.13,0.019,1,36,Normal
2025-03-31,CT_002,65.18,95.41,0.112,2,40,Normal
2025-04-01,MRI_001,56.22,94.15,0.284,1,27,Normal
2025-04-02,CT_001,68.49,95.47,0.3,1,39,Normal
2025-04-03,CT_002,58.39,99.5,0.03,2,49,Normal
2025-04-04,MRI_001,68.01,100.59,0.218,2,37,Normal
2025-04-05,CT_001,65.22,97.44,0.161,2,43,Normal
2025-04-06,CT_001,60.34,93.12,0.197,3,35,Normal
2025-04-07,CT_001,67.96,96.89,0.241,0,37,Normal
2025-04-08,CT_001,68.36,97.48,0.217,1,43,Normal
2025-04-09,MRI_001,66.97,88.15,0.262,2,38,Monitor
2025-04-10,CT_001,66.53,98.89,0.336,3,29,Normal
2025-04-11,CT_001,62.36,92.06,0.06,0,41,Normal
2025-04-12,MRI_002,69.31,93.85,0.237,5,34,Normal
2025-04-13,CT_002,68.77,98.9,0.257,0,23,Normal
2025-04-14,MRI_002,63.29,97.68,0.091,4,43,Normal
2025-04-15,MRI_002,65.06,91.21,0.053,2,39,Normal
2025-04-16,CT_001,68.58,89.32,0.229,1,57,Monitor
